setNumber,name,year,numParts,imageUrl,inventoryId
60110-1,Fire Station,2016,920,https://cdn.rebrickable.com/media/sets/60110-1.jpg,13393
6011-1,Black Knight's Treasure,1985,27,https://cdn.rebrickable.com/media/sets/6011-1.jpg,12420
60111-1,Fire Utility Truck,2016,368,https://cdn.rebrickable.com/media/sets/60111-1.jpg,12065
60112-1,Fire Engine,2016,376,https://cdn.rebrickable.com/media/sets/60112-1.jpg,3395
60113-1,Rally Car,2016,104,https://cdn.rebrickable.com/media/sets/60113-1.jpg,14119
60114-1,Race Boat,2016,95,https://cdn.rebrickable.com/media/sets/60114-1.jpg,33130
60115-1,4 x 4 Off Roader,2016,184,https://cdn.rebrickable.com/media/sets/60115-1.jpg,14862
60116-1,Ambulance Plane,2016,183,https://cdn.rebrickable.com/media/sets/60116-1.jpg,681
60117-1,Van & Caravan,2016,250,https://cdn.rebrickable.com/media/sets/60117-1.jpg,8913
60118-1,Garbage Truck,2016,248,https://cdn.rebrickable.com/media/sets/60118-1.jpg,2351
60119-1,Ferry,2016,301,https://cdn.rebrickable.com/media/sets/60119-1.jpg,6888
601-2,Tow Truck,1970,22,https://cdn.rebrickable.com/media/sets/601-2.jpg,9658
60120-1,Volcano Starter Set,2016,83,https://cdn.rebrickable.com/media/sets/60120-1.jpg,10671
6012-1,Siege Cart,1986,54,https://cdn.rebrickable.com/media/sets/6012-1.jpg,7848
60121-1,Volcano Exploration Truck,2016,175,https://cdn.rebrickable.com/media/sets/60121-1.jpg,15030
60122-1,Volcano Crawler,2016,324,https://cdn.rebrickable.com/media/sets/60122-1.jpg,8992
6012292-1,Friends Small Bag,2012,0,https://cdn.rebrickable.com/media/sets/6012292-1.jpg,95566
6012298-1,Ninjago Promotional Polybag,2012,11,https://cdn.rebrickable.com/media/sets/6012298-1.jpg,45001
6012306-1,Star Wars: Battle of Hoth Die Key Chain,2012,6,https://cdn.rebrickable.com/media/sets/6012306-1.jpg,92831
60123-1,Volcano Supply Helicopter,2016,330,https://cdn.rebrickable.com/media/sets/60123-1.jpg,845
60124-1,Volcano Exploration Base,2016,824,https://cdn.rebrickable.com/media/sets/60124-1.jpg,11508
60125-1,Volcano Heavy-Lift Helicopter,2016,1277,https://cdn.rebrickable.com/media/sets/60125-1.jpg,7656
60126-1,Tire Escape,2016,47,https://cdn.rebrickable.com/media/sets/60126-1.jpg,6136
60127-1,Prison Island Starter Set,2016,92,https://cdn.rebrickable.com/media/sets/60127-1.jpg,1521
60128-1,Police Pursuit,2016,184,https://cdn.rebrickable.com/media/sets/60128-1.jpg,14274
60129-1,Police Patrol Boat,2016,200,https://cdn.rebrickable.com/media/sets/60129-1.jpg,5034
601-3,1:87 Morris 1100,1966,1,https://cdn.rebrickable.com/media/sets/601-3.jpg,146055
60130-1,Prison Island,2016,754,https://cdn.rebrickable.com/media/sets/60130-1.jpg,3423
6013-1,Samurai Swordsman,1998,13,https://cdn.rebrickable.com/media/sets/6013-1.jpg,11381
60131-1,Crooks Island,2016,244,https://cdn.rebrickable.com/media/sets/60131-1.jpg,2163
60132-1,Service Station,2016,515,https://cdn.rebrickable.com/media/sets/60132-1.jpg,9576
60133-1,City Advent Calendar 2016,2016,290,https://cdn.rebrickable.com/media/sets/60133-1.jpg,6923
60134-1,Fun in the park - City People Pack,2016,159,https://cdn.rebrickable.com/media/sets/60134-1.jpg,186
60135-1,ATV Arrest,2017,47,https://cdn.rebrickable.com/media/sets/60135-1.jpg,14361
60136-1,Police Starter Set,2017,80,https://cdn.rebrickable.com/media/sets/60136-1.jpg,4593
60137-1,Tow Truck Trouble,2017,144,https://cdn.rebrickable.com/media/sets/60137-1.jpg,7197
60138-1,High-speed Chase,2017,294,https://cdn.rebrickable.com/media/sets/60138-1.jpg,9932
60139-1,Mobile Command Center,2017,374,https://cdn.rebrickable.com/media/sets/60139-1.jpg,118016
60140-1,Bulldozer Break-In,2017,561,https://cdn.rebrickable.com/media/sets/60140-1.jpg,7992
60141-1,Police Station,2017,894,https://cdn.rebrickable.com/media/sets/60141-1.jpg,11825
60142-1,Money Transporter,2017,138,https://cdn.rebrickable.com/media/sets/60142-1.jpg,11906
60143-1,Auto Transport Heist,2017,403,https://cdn.rebrickable.com/media/sets/60143-1.jpg,752
60144-1,Race Plane,2017,89,https://cdn.rebrickable.com/media/sets/60144-1.jpg,447
60145-1,Buggy,2017,81,https://cdn.rebrickable.com/media/sets/60145-1.jpg,265963
60146-1,Stunt Truck,2017,91,https://cdn.rebrickable.com/media/sets/60146-1.jpg,16114
60147-1,Fishing Boat,2017,145,https://cdn.rebrickable.com/media/sets/60147-1.jpg,4817
60148-1,ATV Race Team,2017,239,https://cdn.rebrickable.com/media/sets/60148-1.jpg,7909
60149-1,4x4 with Catamaran,2017,198,https://cdn.rebrickable.com/media/sets/60149-1.jpg,14403
60150-1,Pizza Van,2017,249,https://cdn.rebrickable.com/media/sets/60150-1.jpg,1776
60151-1,Dragster Transporter,2017,333,https://cdn.rebrickable.com/media/sets/60151-1.jpg,6815
60152-1,Sweeper & Excavator,2017,299,https://cdn.rebrickable.com/media/sets/60152-1.jpg,16492
60153-1,People Pack - Fun At The Beach,2017,169,https://cdn.rebrickable.com/media/sets/60153-1.jpg,19030
60154-1,Bus Station,2017,337,https://cdn.rebrickable.com/media/sets/60154-1.jpg,82184
60155-1,City Advent Calendar 2017,2017,248,https://cdn.rebrickable.com/media/sets/60155-1.jpg,19737
60156-1,Jungle Buggy,2017,53,https://cdn.rebrickable.com/media/sets/60156-1.jpg,18952
60157-1,Jungle Starter Set,2017,88,https://cdn.rebrickable.com/media/sets/60157-1.jpg,18932
60158-1,Jungle Cargo Helicopter,2017,201,https://cdn.rebrickable.com/media/sets/60158-1.jpg,19564
60159-1,Jungle Halftrack Mission,2017,378,https://cdn.rebrickable.com/media/sets/60159-1.jpg,18704
60160-1,Jungle Mobile Lab,2017,426,https://cdn.rebrickable.com/media/sets/60160-1.jpg,18584
601601-1,Scorpion,2016,19,https://cdn.rebrickable.com/media/sets/601601-1.jpg,16465
601602-1,Ekimu Falcon,2016,29,https://cdn.rebrickable.com/media/sets/601602-1.jpg,16462
6016-1,Knights' Arsenal,1987,37,https://cdn.rebrickable.com/media/sets/6016-1.jpg,6362
60161-1,Jungle Exploration Site,2017,813,https://cdn.rebrickable.com/media/sets/60161-1.jpg,18588
60162-1,Jungle Air Drop Helicopter,2017,1250,https://cdn.rebrickable.com/media/sets/60162-1.jpg,18953
60163-1,Coast Guard Starter Set,2017,76,https://cdn.rebrickable.com/media/sets/60163-1.jpg,18740
60164-1,Sea Rescue Plane,2017,141,https://cdn.rebrickable.com/media/sets/60164-1.jpg,19011
60165-1,4 x 4 Response Unit,2017,347,https://cdn.rebrickable.com/media/sets/60165-1.jpg,19010
60166-1,Heavy-Duty Rescue Helicopter,2017,415,https://cdn.rebrickable.com/media/sets/60166-1.jpg,19008
60167-1,Coast Guard Head Quarters,2017,795,https://cdn.rebrickable.com/media/sets/60167-1.jpg,19565
60168-1,Sailboat Rescue,2017,196,https://cdn.rebrickable.com/media/sets/60168-1.jpg,19006
60169-1,Cargo Terminal,2017,740,https://cdn.rebrickable.com/media/sets/60169-1.jpg,19004
60170-1,Off-Road Chase,2018,37,https://cdn.rebrickable.com/media/sets/60170-1.jpg,21197
6017-1,King's Oarsmen,1987,45,https://cdn.rebrickable.com/media/sets/6017-1.jpg,5660
60171-1,Mountain Fugitives,2018,88,https://cdn.rebrickable.com/media/sets/60171-1.jpg,21198
60172-1,Dirt Road Pursuit,2018,297,https://cdn.rebrickable.com/media/sets/60172-1.jpg,21077
60173-1,Mountain Arrest,2018,303,https://cdn.rebrickable.com/media/sets/60173-1.jpg,21079
60174-1,Mountain Police Headquarters,2018,663,https://cdn.rebrickable.com/media/sets/60174-1.jpg,21199
60175-1,Mountain River Heist,2018,387,https://cdn.rebrickable.com/media/sets/60175-1.jpg,21200
60176-1,Wild River Escape,2018,126,https://cdn.rebrickable.com/media/sets/60176-1.jpg,21201
60177-1,Airshow Jet,2018,87,https://cdn.rebrickable.com/media/sets/60177-1.jpg,21202
60178-1,Speed Record Car,2018,78,https://cdn.rebrickable.com/media/sets/60178-1.jpg,21203
60179-1,Ambulance Helicopter,2018,190,https://cdn.rebrickable.com/media/sets/60179-1.jpg,21080
60180-1,Monster Truck,2018,192,https://cdn.rebrickable.com/media/sets/60180-1.jpg,21081
6018031-1,Level Three - Kits 7-9 Subscription,2012,0,https://cdn.rebrickable.com/media/sets/6018031-1.jpg,1201
6018-1,Battle Dragon,1990,54,https://cdn.rebrickable.com/media/sets/6018-1.jpg,7903
60181-1,Forest Tractor,2018,174,https://cdn.rebrickable.com/media/sets/60181-1.jpg,21082
6018126-1,Team GB - Sealed Box,2012,0,https://cdn.rebrickable.com/media/sets/6018126-1.jpg,3392
60182-1,Pickup & Caravan,2018,344,https://cdn.rebrickable.com/media/sets/60182-1.jpg,21204
60183-1,Heavy Cargo Transport,2018,310,https://cdn.rebrickable.com/media/sets/60183-1.jpg,21083
6018359-1,City: Mini Movie Collection (DVD),2012,0,https://cdn.rebrickable.com/media/sets/6018359-1.jpg,307078
60184-1,Mining Team,2018,82,https://cdn.rebrickable.com/media/sets/60184-1.jpg,21205
60185-1,Mining Power Splitter,2018,127,https://cdn.rebrickable.com/media/sets/60185-1.jpg,21206
60186-1,Mining Heavy Driller,2018,294,https://cdn.rebrickable.com/media/sets/60186-1.jpg,21207
60188-1,Mining Experts Site,2018,883,https://cdn.rebrickable.com/media/sets/60188-1.jpg,21208
60190-1,Arctic Ice Glider,2018,50,https://cdn.rebrickable.com/media/sets/60190-1.jpg,24648
60191-1,Arctic Exploration Team,2018,70,https://cdn.rebrickable.com/media/sets/60191-1.jpg,24649
60192-1,Arctic Ice Crawler,2018,200,https://cdn.rebrickable.com/media/sets/60192-1.jpg,24650
60193-1,Arctic Air Transport,2018,277,https://cdn.rebrickable.com/media/sets/60193-1.jpg,24651
60194-1,Arctic Scout Truck,2018,322,https://cdn.rebrickable.com/media/sets/60194-1.jpg,24652
60195-1,Arctic Mobile Exploration Base,2018,786,https://cdn.rebrickable.com/media/sets/60195-1.jpg,24653
60196-1,Arctic Supply Plane,2018,707,https://cdn.rebrickable.com/media/sets/60196-1.jpg,24351
60197-1,Passenger Train,2018,677,https://cdn.rebrickable.com/media/sets/60197-1.jpg,25512
60198-1,Cargo Train,2018,1226,https://cdn.rebrickable.com/media/sets/60198-1.jpg,25513
60200-1,Capital City,2018,1211,https://cdn.rebrickable.com/media/sets/60200-1.jpg,24654
6020-1,Magic Shop,1993,47,https://cdn.rebrickable.com/media/sets/6020-1.jpg,2117
60201-1,City Advent Calendar 2018,2018,313,https://cdn.rebrickable.com/media/sets/60201-1.jpg,25514
60202-1,People Pack - Outdoor Adventures,2018,164,https://cdn.rebrickable.com/media/sets/60202-1.jpg,24663
60203-1,Ski Resort,2019,806,https://cdn.rebrickable.com/media/sets/60203-1.jpg,37688
60204-1,City Hospital,2018,861,https://cdn.rebrickable.com/media/sets/60204-1.jpg,24664
60205-1,Tracks,2018,20,https://cdn.rebrickable.com/media/sets/60205-1.jpg,25875
60206-1,Sky Police Jet Patrol,2019,54,https://cdn.rebrickable.com/media/sets/60206-1.jpg,30684
60207-1,Sky Police Drone Chase,2019,192,https://cdn.rebrickable.com/media/sets/60207-1.jpg,30685
60208-1,Sky Police Parachute Arrest,2019,218,https://cdn.rebrickable.com/media/sets/60208-1.jpg,30686
60209-1,Sky Police Diamond Heist,2019,400,https://cdn.rebrickable.com/media/sets/60209-1.jpg,30687
602-1,Fire Chief's Car,1978,25,https://cdn.rebrickable.com/media/sets/602-1.jpg,4754
60210-1,Sky Police Air Base,2019,529,https://cdn.rebrickable.com/media/sets/60210-1.jpg,30688
6021-1,Jousting Knights,1984,37,https://cdn.rebrickable.com/media/sets/6021-1.jpg,4748
60212-1,Barbecue Burn Out,2019,64,https://cdn.rebrickable.com/media/sets/60212-1.jpg,29985
60213-1,Dock Side Fire,2019,98,https://cdn.rebrickable.com/media/sets/60213-1.jpg,30689
60214-1,Burger Bar Fire Rescue,2019,327,https://cdn.rebrickable.com/media/sets/60214-1.jpg,30074
60215-1,Fire Station,2019,510,https://cdn.rebrickable.com/media/sets/60215-1.jpg,30075
60216-1,Downtown Fire Brigade,2019,943,https://cdn.rebrickable.com/media/sets/60216-1.jpg,29984
60217-1,Fire Plane,2019,363,https://cdn.rebrickable.com/media/sets/60217-1.jpg,30464
60218-1,Desert Rally Racer,2019,75,https://cdn.rebrickable.com/media/sets/60218-1.jpg,153096
60219-1,Construction Loader,2019,88,https://cdn.rebrickable.com/media/sets/60219-1.jpg,30690
602-2,Fire Truck,1970,30,https://cdn.rebrickable.com/media/sets/602-2.jpg,12131
60220-1,Garbage Truck,2019,90,https://cdn.rebrickable.com/media/sets/60220-1.jpg,29987
6022-1,Horse Cart,1984,43,https://cdn.rebrickable.com/media/sets/6022-1.jpg,2110
60221-1,Diving Yacht,2019,149,https://cdn.rebrickable.com/media/sets/60221-1.jpg,29988
60222-1,Snow Groomer,2019,197,https://cdn.rebrickable.com/media/sets/60222-1.jpg,29989
60223-1,Harvester Transport,2019,358,https://cdn.rebrickable.com/media/sets/60223-1.jpg,221117
60224-1,Satellite Service Mission,2019,84,https://cdn.rebrickable.com/media/sets/60224-1.jpg,34981
60225-1,Rover Testing Drive,2019,202,https://cdn.rebrickable.com/media/sets/60225-1.jpg,34982
60226-1,Mars Research Shuttle,2019,273,https://cdn.rebrickable.com/media/sets/60226-1.jpg,99229
60227-1,Lunar Space Station,2019,417,https://cdn.rebrickable.com/media/sets/60227-1.jpg,216676
60228-1,Deep Space Rocket and Launch Control,2019,837,https://cdn.rebrickable.com/media/sets/60228-1.jpg,98817
60229-1,Rocket Assembly & Transport,2019,1062,https://cdn.rebrickable.com/media/sets/60229-1.jpg,35264
60230-1,People Pack – Space Research and Development,2019,209,https://cdn.rebrickable.com/media/sets/60230-1.jpg,206740
6023-1,Maiden's Cart,1986,45,https://cdn.rebrickable.com/media/sets/6023-1.jpg,3781
60231-1,Fire Chief Response Truck,2019,201,https://cdn.rebrickable.com/media/sets/60231-1.jpg,35040
60232-1,Garage Center,2019,234,https://cdn.rebrickable.com/media/sets/60232-1.jpg,35041
60233-1,Donut Shop Opening,2019,790,https://cdn.rebrickable.com/media/sets/60233-1.jpg,35042
60234-1,People Pack - Fun Fair,2019,184,https://cdn.rebrickable.com/media/sets/60234-1.jpg,35043
60235-1,City Advent Calendar 2019,2019,234,https://cdn.rebrickable.com/media/sets/60235-1.jpg,37705
60236-1,Straight and T-junction,2019,2,https://cdn.rebrickable.com/media/sets/60236-1.jpg,30264
60237-1,Curve and Crossroad,2019,2,https://cdn.rebrickable.com/media/sets/60237-1.jpg,30265
60238-1,Switch Tracks,2018,8,https://cdn.rebrickable.com/media/sets/60238-1.jpg,25876
60239-1,Police Patrol Car,2019,92,https://cdn.rebrickable.com/media/sets/60239-1.jpg,30267
60240-1,Kayak Adventure,2019,84,https://cdn.rebrickable.com/media/sets/60240-1.jpg,30268
6024-1,Bandit Ambush,1996,60,https://cdn.rebrickable.com/media/sets/6024-1.jpg,13627
60241-1,Police Dog Unit,2020,67,https://cdn.rebrickable.com/media/sets/60241-1.jpg,42433
60242-1,Police Highway Arrest,2020,185,https://cdn.rebrickable.com/media/sets/60242-1.jpg,42432
60243-1,Police Helicopter Chase,2020,212,https://cdn.rebrickable.com/media/sets/60243-1.jpg,134768
60244-1,Police Helicopter Transport,2020,317,https://cdn.rebrickable.com/media/sets/60244-1.jpg,106801
60245-1,Police Monster Truck Heist,2020,362,https://cdn.rebrickable.com/media/sets/60245-1.jpg,42435
60246-1,Police Station,2020,743,https://cdn.rebrickable.com/media/sets/60246-1.jpg,42436
60247-1,Forest Fire,2020,84,https://cdn.rebrickable.com/media/sets/60247-1.jpg,42437
60248-1,Fire Helicopter Response,2020,93,https://cdn.rebrickable.com/media/sets/60248-1.jpg,42438
60249-1,Street Sweeper,2020,89,https://cdn.rebrickable.com/media/sets/60249-1.jpg,42604
60250-1,Mail Plane,2020,74,https://cdn.rebrickable.com/media/sets/60250-1.jpg,42502
60251-1,Monster Truck,2020,55,https://cdn.rebrickable.com/media/sets/60251-1.jpg,42605
60252-1,Construction Bulldozer,2020,126,https://cdn.rebrickable.com/media/sets/60252-1.jpg,118013
60253-1,Ice-cream Truck,2020,200,https://cdn.rebrickable.com/media/sets/60253-1.jpg,42607
60254-1,Race Boat Transporter,2020,239,https://cdn.rebrickable.com/media/sets/60254-1.jpg,42608
60255-1,Stunt Team,2020,62,https://cdn.rebrickable.com/media/sets/60255-1.jpg,42752
60256-1,Racing Cars,2020,190,https://cdn.rebrickable.com/media/sets/60256-1.jpg,42753
60257-1,Service Station,2020,354,https://cdn.rebrickable.com/media/sets/60257-1.jpg,42754
60258-1,Tuning Workshop,2020,897,https://cdn.rebrickable.com/media/sets/60258-1.jpg,42755
60260-1,Air Race,2020,140,https://cdn.rebrickable.com/media/sets/60260-1.jpg,55804
6026-1,King Leo,2000,21,https://cdn.rebrickable.com/media/sets/6026-1.jpg,3103
60261-1,Central Airport,2020,286,https://cdn.rebrickable.com/media/sets/60261-1.jpg,55806
60262-1,Passenger Airplane,2020,669,https://cdn.rebrickable.com/media/sets/60262-1.jpg,55807
60263-1,Ocean Mini-Submarine,2020,41,https://cdn.rebrickable.com/media/sets/60263-1.jpg,56517
60264-1,Ocean Exploration Submarine,2020,286,https://cdn.rebrickable.com/media/sets/60264-1.jpg,56519
60265-1,Ocean Exploration Base,2020,497,https://cdn.rebrickable.com/media/sets/60265-1.jpg,263634
60266-1,Ocean Exploration Ship,2020,747,https://cdn.rebrickable.com/media/sets/60266-1.jpg,121197
60267-1,Safari Off-Roader,2020,168,https://cdn.rebrickable.com/media/sets/60267-1.jpg,42768
60268-1,City Advent Calendar 2020,2020,342,https://cdn.rebrickable.com/media/sets/60268-1.jpg,69846
60270-1,Police Brick Box,2020,301,https://cdn.rebrickable.com/media/sets/60270-1.jpg,42504
6027-1,Bat Lord's Catapult,1997,54,https://cdn.rebrickable.com/media/sets/6027-1.jpg,6635
60271-1,Main Square,2020,1517,https://cdn.rebrickable.com/media/sets/60271-1.jpg,129371
60272-1,Elite Police Boat Transport,2020,166,https://cdn.rebrickable.com/media/sets/60272-1.jpg,67951
60273-1,Elite Police Driller Chase,2020,179,https://cdn.rebrickable.com/media/sets/60273-1.jpg,67952
60274-1,Elite Police Lighthouse Arrest,2020,189,https://cdn.rebrickable.com/media/sets/60274-1.jpg,67953
60275-1,Police Helicopter,2021,51,https://cdn.rebrickable.com/media/sets/60275-1.jpg,80994
60276-1,Police Prisoner Transport,2021,244,https://cdn.rebrickable.com/media/sets/60276-1.jpg,80987
60277-1,Police Patrol Boat,2021,276,https://cdn.rebrickable.com/media/sets/60277-1.jpg,80982
60279-1,Fire Hazard Truck,2021,88,https://cdn.rebrickable.com/media/sets/60279-1.jpg,80993
60280-1,Fire Ladder Truck,2021,88,https://cdn.rebrickable.com/media/sets/60280-1.jpg,80985
6028-1,Treasure Cart,1998,23,https://cdn.rebrickable.com/media/sets/6028-1.jpg,2484
60281-1,Fire Rescue Helicopter,2021,212,https://cdn.rebrickable.com/media/sets/60281-1.jpg,80984
60282-1,Fire Command Unit,2021,380,https://cdn.rebrickable.com/media/sets/60282-1.jpg,80981
60283-1,Holiday Camper Van,2021,190,https://cdn.rebrickable.com/media/sets/60283-1.jpg,80986
60284-1,Roadwork Truck,2021,58,https://cdn.rebrickable.com/media/sets/60284-1.jpg,92841
60285-1,Sports Car,2021,89,https://cdn.rebrickable.com/media/sets/60285-1.jpg,80995
60286-1,Beach Rescue ATV,2021,79,https://cdn.rebrickable.com/media/sets/60286-1.jpg,80992
60287-1,Tractor,2021,148,https://cdn.rebrickable.com/media/sets/60287-1.jpg,80991
60288-1,Race Buggy Transporter,2021,210,https://cdn.rebrickable.com/media/sets/60288-1.jpg,80988
60289-1,Airshow Jet Transporter,2021,281,https://cdn.rebrickable.com/media/sets/60289-1.jpg,80983
60290-1,Skate Park,2021,195,https://cdn.rebrickable.com/media/sets/60290-1.jpg,81089
6029-1,Treasure Guard,1998,23,https://cdn.rebrickable.com/media/sets/6029-1.jpg,13532
60291-1,Family House,2021,388,https://cdn.rebrickable.com/media/sets/60291-1.jpg,80980
6029133-1,Series 9 - Sealed Box,2013,0,https://cdn.rebrickable.com/media/sets/6029133-1.jpg,11143
6029138-1,Series 10 - Sealed Box,2013,0,https://cdn.rebrickable.com/media/sets/6029138-1.jpg,10052
6029152-1,Series 11 - Sealed Box,2013,0,https://cdn.rebrickable.com/media/sets/6029152-1.jpg,13480
60292-1,Town Center,2021,791,https://cdn.rebrickable.com/media/sets/60292-1.jpg,80979
60293-1,Stunt Park,2021,170,https://cdn.rebrickable.com/media/sets/60293-1.jpg,104844
60294-1,Stunt Show Truck,2021,420,https://cdn.rebrickable.com/media/sets/60294-1.jpg,104791
60295-1,Stunt Show Arena,2021,668,https://cdn.rebrickable.com/media/sets/60295-1.jpg,104789
60296-1,Wheelie Stunt Bike,2021,14,https://cdn.rebrickable.com/media/sets/60296-1.jpg,104798
60297-1,Demolition Stunt Bike,2021,12,https://cdn.rebrickable.com/media/sets/60297-1.jpg,104794
60298-1,Rocket Stunt Bike,2021,14,https://cdn.rebrickable.com/media/sets/60298-1.jpg,104796
60299-1,Stunt Competition,2021,73,https://cdn.rebrickable.com/media/sets/60299-1.jpg,104792
60300-1,Wildlife Rescue ATV,2021,74,https://cdn.rebrickable.com/media/sets/60300-1.jpg,100289
6030-1,Catapult,1984,83,https://cdn.rebrickable.com/media/sets/6030-1.jpg,2491
60301-1,Wildlife Rescue Off-Roader,2021,159,https://cdn.rebrickable.com/media/sets/60301-1.jpg,100275
60302-1,Wildlife Rescue Operation,2021,525,https://cdn.rebrickable.com/media/sets/60302-1.jpg,100284
60303-1,City Advent Calendar 2021,2021,349,https://cdn.rebrickable.com/media/sets/60303-1.jpg,107848
60304-1,Road Plates,2021,112,https://cdn.rebrickable.com/media/sets/60304-1.jpg,80989
60305-1,Car Transporter,2021,342,https://cdn.rebrickable.com/media/sets/60305-1.jpg,82762
60306-1,Shopping Street,2021,533,https://cdn.rebrickable.com/media/sets/60306-1.jpg,81893
60307-1,Wildlife Rescue Camp,2021,503,https://cdn.rebrickable.com/media/sets/60307-1.jpg,100255
60308-1,Seaside Police and Fire Mission,2021,297,https://cdn.rebrickable.com/media/sets/60308-1.jpg,100295
60309-1,Selfie Stunt Bike,2021,14,https://cdn.rebrickable.com/media/sets/60309-1.jpg,104797
603-1,Motorbike,1978,26,https://cdn.rebrickable.com/media/sets/603-1.jpg,11936
60310-1,Chicken Stunt Bike,2021,10,https://cdn.rebrickable.com/media/sets/60310-1.jpg,104793
6031-1,Fright Force,1998,28,https://cdn.rebrickable.com/media/sets/6031-1.jpg,6392
60311-1,Fire Stunt Bike,2021,11,https://cdn.rebrickable.com/media/sets/60311-1.jpg,104795
60312-1,Police Car,2022,94,https://cdn.rebrickable.com/media/sets/60312-1.jpg,118923
60313-1,Space Ride Amusement Truck,2022,433,https://cdn.rebrickable.com/media/sets/60313-1.jpg,135620
6031370-1,The Stig Key Chain,2012,0,https://cdn.rebrickable.com/media/sets/6031370-1.jpg,92835
60314-1,Ice Cream Truck Police Chase,2022,319,https://cdn.rebrickable.com/media/sets/60314-1.jpg,118884
60315-1,Police Mobile Command Truck,2022,436,https://cdn.rebrickable.com/media/sets/60315-1.jpg,118879
60316-1,Police Station,2022,668,https://cdn.rebrickable.com/media/sets/60316-1.jpg,118868
6031636-1,Friends Promotional Pack,2013,4,https://cdn.rebrickable.com/media/sets/6031636-1.jpg,82571
6031640-1,Chima Promotional Pack,2013,3,https://cdn.rebrickable.com/media/sets/6031640-1.jpg,78066
6031641-1,Lion Tribe Ripcord and Topper,2013,3,https://cdn.rebrickable.com/media/sets/6031641-1.jpg,78067
6031642-1,Legends of Chima Key Chain & Poster,2013,2,https://cdn.rebrickable.com/media/sets/6031642-1.jpg,170388
6031645-1,City Promotional Pack,2013,0,https://cdn.rebrickable.com/media/sets/6031645-1.jpg,92814
6031646-1,Duplo Memory Card Game 3 - Animal Memory,2013,15,https://cdn.rebrickable.com/media/sets/6031646-1.jpg,105705
60317-1,Police Chase at the Bank,2022,915,https://cdn.rebrickable.com/media/sets/60317-1.jpg,118861
60318-1,Fire Helicopter,2022,53,https://cdn.rebrickable.com/media/sets/60318-1.jpg,241221
60319-1,Fire Rescue & Police Chase,2022,295,https://cdn.rebrickable.com/media/sets/60319-1.jpg,118881
603-2,1:87 Citroën DS 19,1965,1,https://cdn.rebrickable.com/media/sets/603-2.jpg,192474
60320-1,Fire Station,2022,540,https://cdn.rebrickable.com/media/sets/60320-1.jpg,118866
6032-1,Catapult Crusher,2000,56,https://cdn.rebrickable.com/media/sets/6032-1.jpg,13821
60321-1,Fire Brigade,2022,766,https://cdn.rebrickable.com/media/sets/60321-1.jpg,118858
60322-1,Race Car,2022,46,https://cdn.rebrickable.com/media/sets/60322-1.jpg,118924
60323-1,Stunt Plane,2022,59,https://cdn.rebrickable.com/media/sets/60323-1.jpg,118925
60324-1,Mobile Crane,2022,340,https://cdn.rebrickable.com/media/sets/60324-1.jpg,118878
6032459-1,Friends (DVD),2012,0,https://cdn.rebrickable.com/media/sets/6032459-1.jpg,91193
60325-1,Cement Mixer Truck,2022,85,https://cdn.rebrickable.com/media/sets/60325-1.jpg,118895
60326-1,Picnic in the Park,2022,147,https://cdn.rebrickable.com/media/sets/60326-1.jpg,118910
60327-1,Horse Transporter,2022,196,https://cdn.rebrickable.com/media/sets/60327-1.jpg,118883
60328-1,Beach Lifeguard Station,2022,211,https://cdn.rebrickable.com/media/sets/60328-1.jpg,118880
60329-1,School Day,2022,433,https://cdn.rebrickable.com/media/sets/60329-1.jpg,118869
603-3,Vintage Car,1970,36,https://cdn.rebrickable.com/media/sets/603-3.jpg,14969
60330-1,Hospital,2022,816,https://cdn.rebrickable.com/media/sets/60330-1.jpg,118930
6033-1,Treasure Transport,1998,60,https://cdn.rebrickable.com/media/sets/6033-1.jpg,2089
60331-1,Touring Stunt Bike,2022,10,https://cdn.rebrickable.com/media/sets/60331-1.jpg,135621
60332-1,Reckless Scorpion Stunt Bike,2022,15,https://cdn.rebrickable.com/media/sets/60332-1.jpg,135622
60333-1,Bathtub Stunt Bike,2022,14,https://cdn.rebrickable.com/media/sets/60333-1.jpg,135623
60335-1,Train Station,2022,907,https://cdn.rebrickable.com/media/sets/60335-1.jpg,135625
60336-1,Freight Train,2022,1153,https://cdn.rebrickable.com/media/sets/60336-1.jpg,135626
60337-1,Passenger Express Train,2022,764,https://cdn.rebrickable.com/media/sets/60337-1.jpg,135627
60338-1,Chimpanzee Smash Stunt Loop,2022,226,https://cdn.rebrickable.com/media/sets/60338-1.jpg,135628
60339-1,Double Loop Stunt Arena,2022,598,https://cdn.rebrickable.com/media/sets/60339-1.jpg,135629
60340-1,The Blade Stunt Challenge,2022,154,https://cdn.rebrickable.com/media/sets/60340-1.jpg,135630
6034-1,Black Monarch's Ghost,1990,48,https://cdn.rebrickable.com/media/sets/6034-1.jpg,36887
60341-1,The Knockdown Stunt Challenge,2022,117,https://cdn.rebrickable.com/media/sets/60341-1.jpg,135631
60342-1,The Shark Attack Stunt Challenge,2022,122,https://cdn.rebrickable.com/media/sets/60342-1.jpg,148596
60343-1,Rescue Helicopter Transport,2022,215,https://cdn.rebrickable.com/media/sets/60343-1.jpg,118887
60344-1,Chicken Henhouse,2022,101,https://cdn.rebrickable.com/media/sets/60344-1.jpg,135634
60345-1,Farmers Market Van,2022,310,https://cdn.rebrickable.com/media/sets/60345-1.jpg,135635
